model_id,valid_trials,mean_net_energy_per_inference_j,std_net_energy_per_inference_j,cv_percent,mean_average_latency_ms,mean_throughput_inferences_per_sec,depth,pattern,growth_pattern,channels,pools,parameter_count
0020,3,0.015159157548063983,0.0007073808793630516,4.666360100290621,1.1200177116666667,892.8487784333333,4,uniform,early,42-42-42-42,4,49360
0021,3,0.0062485330334876845,8.594976640084283e-05,1.3755191168905299,0.478305646,2090.7185123333334,5,increasing,late,56-66-94-142-208,1-2-3,479224
0022,3,0.004450630820638397,5.328198028561177e-05,1.1971781626670401,0.38526478166666667,2595.628442,2,increasing,late,64-150,1,89852
0023,3,0.017679850219285132,0.00015685158514243546,0.8871771151734203,1.297706947,770.5917996666667,6,hourglass,early,83-68-20-20-63-83,2-4-5-6,128455
0024,3,0.007914454821704364,0.0002677626690028639,3.383210531047061,0.6109128453333333,1636.9037463333334,3,increasing,linear,51-77-103,1,109370
0025,3,0.05106686676462743,0.0012933168367766828,2.532594848118872,3.8621951923333335,258.9260781666667,5,decreasing,early,204-188-158-131-62,1-5,878765
0026,3,0.0022405426194103554,5.9454323388343926e-05,2.653568063078869,0.18231414399999998,5485.056064333333,2,uniform,early,45-45,1-2,19990
0027,3,0.006730516464182906,0.00025603320451711686,3.804064753122918,0.5494093636666667,1820.1479283333333,4,uniform,late,88-88-88-88,1-2-3-4,212706
0028,3,0.005395481605713495,0.00022383592135758558,4.148580937066983,0.427272089,2340.433722,4,uniform,early,65-65-65-65,1-2,116750
0029,3,0.024297621981761254,0.0005011600483869189,2.0625888770642216,1.732020096,577.3778047000001,6,decreasing,late,149-110-80-58-45-41,1-6,313491
0030,3,0.04029859298074308,0.0007531269281772167,1.8688665595275322,3.133787116,319.10624196666663,6,uniform,linear,76-76-76-76-76-76,4,263198
0031,3,0.03414845226654278,0.00045828638624934677,1.342041456732013,2.5540192526666665,391.5410027,3,decreasing,late,96-87-81,3,142267
0032,3,0.041248069146102094,0.0005073210549783765,1.2299267953159885,3.073280132,325.3883599,6,inverse_hourglass,early,85-120-124-124-104-85,2-4,563525
0033,3,0.0034785238803765593,5.640829288334853e-05,1.6216158009311175,0.292451814,3419.375243666667,5,decreasing,linear,60-54-46-38-31,1-2-3-4-5,80019
0034,3,0.2462892181387705,0.001821193604577264,0.739453240519494,18.02814924666667,55.46896133,6,inverse_hourglass,late,81-104-223-223-104-81,,1020472
0035,3,0.04607084358511042,0.0008212034028014347,1.7824796311453661,3.3463019176666666,298.84322146666665,5,hourglass,late,98-64-49-59-98,,166733
0036,3,0.042019500669590336,0.0023124752132452327,5.503338155845292,3.1257073109999998,319.9382902,4,increasing,early,17-137-186-224,2-4,628548
0037,3,0.05723565402642397,0.0002775039106864359,0.4848444827035972,4.062284414333333,246.16743383333332,3,decreasing,linear,186-107-22,,205871
0038,3,0.013440709027303259,0.0006603689283186736,4.9132000921767585,0.993611666,1006.4932172,4,increasing,late,29-45-95-177,1,204464
0039,3,0.02809439512662606,0.0017382404199403434,6.18714306574606,2.1166201303333336,472.45258293333336,5,inverse_hourglass,early,24-71-99-82-24,3,170569
0040,3,0.01864280829288427,0.0004817817443157445,2.5842766644746042,1.3233583416666665,755.6566455333333,6,increasing,early,82-154-171-207-207-230,1-2-3-5-6,1488937
0041,3,0.004534737176691861,0.00016429796006281594,3.623097737776129,0.3948647276831046,2532.51335524121,2,increasing,late,64-159,1-2,95135
0042,3,0.011702880875988208,0.0009280799704489935,7.930354758657877,0.9262349941315812,1079.6431780040327,2,increasing,early,90-225,1,187255
0043,3,0.003716480406367182,0.00011826542836241664,3.1821889376788017,0.33631964222594907,2973.3928630284245,2,increasing,linear,20-56,2,11266
0044,3,0.0007379757878575138,5.636516711667132e-06,0.7637807099377919,0.06401708926183812,15620.89408638099,6,uniform,linear,14-14-14-14-14-14,1-2-4-5-6,9432
0045,3,0.023268189020459382,0.0004619462381808148,1.9853123841079,1.7797457428501937,561.8845655714612,3,increasing,linear,39-124-196,2-3,265642
0046,3,0.06846410546843762,0.0009395614485772891,1.372341670352259,5.136205910022753,194.69668725140139,6,decreasing,late,156-119-91-70-58-54,3-4-6,391905
0047,3,0.026068761424404372,0.0007522373056165508,2.88558897513382,1.870317759646388,534.6700257936116,4,decreasing,linear,221-151-94-22,1-2-3,453382
0048,3,0.002458000098788785,6.115024406596347e-05,2.4878047847148634,0.19606585735258172,5100.377089330483,3,uniform,late,33-33-33,1,20932
0049,3,0.0073552927121071365,0.0003406004700890721,4.630685459035895,0.637132555543754,1569.5535924078076,3,decreasing,linear,128-104-71,1-2,190743
0050,3,0.01608586077064686,0.000548338532459841,3.408823066903809,1.1575160830762818,863.9333952164297,2,increasing,early,66-94,2,58728
0051,3,0.008644445140194374,8.441264499721551e-05,0.9764958146905129,0.715728834459959,1397.1806175352528,3,decreasing,late,64-64-64,2,76298
0052,3,0.004520435713197682,0.00022476155997725093,4.972121588214298,0.35732122732460125,2798.6033789234184,4,uniform,early,61-61-61-61,1-2-3-4,102978
0053,3,0.013542392228862492,0.00041786586709419566,3.085613383753653,1.0543479385300414,948.4587212349037,6,decreasing,late,124-100-72-60-45-44,1-3,261643
0054,3,0.05953221023563362,0.0012529214279305226,2.1046109710547474,4.470659641173812,223.68250164736372,6,increasing,linear,66-102-133-161-192-221,1,1040372
0055,3,0.011854400970955385,7.223872129974656e-05,0.6093831436673987,0.9659048269821463,1035.3402802653056,2,decreasing,early,80-70,2,53420
0056,3,0.010720084877987649,0.0007134430545829569,6.655199680815241,0.8319318882093676,1202.0330400141445,6,hourglass,late,110-104-94-94-94-110,1-2-3-4-5,447738
0057,3,0.0649727426052959,0.0014575654741684199,2.2433491580046283,4.682260174284802,213.5733991100068,6,decreasing,late,166-133-107-89-78-74,2-3,532793
0058,3,0.003270308580887099,4.8717559794291855e-05,1.4896930546253468,0.2794797246712965,3578.1126576791976,2,increasing,early,22-243,1-2,51413
0059,3,0.0068076816739257775,9.05543656838492e-05,1.3301792008090372,0.5213937563226633,1917.950161682925,5,increasing,late,60-71-102-155-229,1-2-3-4-5,569800
0060,3,0.06469341267558358,0.0003709244464426991,0.573357365305127,5.107612117567965,195.78805360039732,4,decreasing,early,184-160-129-55,2-3,520631
0061,3,0.010554166137224152,0.0008352374898034673,7.913817907959736,0.8249706745258544,1212.1766810142963,4,increasing,late,94-112-148-209,1-2-3-4,527525
0062,3,0.24301527198806136,0.0042971609592046,1.768267864011323,17.60029265905935,56.81759470676754,5,increasing,linear,91-130-169-197-231,,1018995
0063,3,0.011310803154578594,0.0008310228865364036,7.347160720412741,0.9073390607220194,1102.1417927731986,5,hourglass,linear,72-68-58-66-72,1-5,159790
0064,3,0.0033804285716678923,2.524170622015496e-05,0.7467013630079687,0.26880182393325935,3720.227300895787,4,uniform,late,49-49-49-49,1-2-3-4,66846
0065,3,0.005160101341229438,0.00019852532618087565,3.847314481881383,0.44932198513998745,2225.5922831261882,2,uniform,late,92-92,1-2,79774
0066,3,0.012026294294049927,0.0004219850949004869,3.508853887845288,0.9677133109676813,1033.3744240578962,2,uniform,linear,76-76,2,54958
0067,3,0.002787414137928357,4.1601740260358204e-05,1.492485084806134,0.22663559743719075,4412.377673825761,2,uniform,late,53-53,1,27358
0068,3,0.014124774034824096,0.0004668748880095287,3.3053618193003746,1.1366905836428836,879.757376144973,2,decreasing,early,92-66,2,57960
0069,3,0.04892975842419617,0.0011675283644067042,2.3861314709237393,3.7669982899936003,265.4651482447248,4,hourglass,late,192-94-94-192,2,412074
0070,3,0.0036408403049146432,1.1767518824608671e-05,0.3232088704556503,0.23637814678155258,4230.530296599137,2,uniform,late,54-54,1-2,28360
0071,3,0.0025422265514363604,5.733135799274344e-05,2.2551632135362274,0.20500170696456996,4878.012961443553,5,uniform,late,17-17-17-17-17,2,11128
0072,3,0.008202797196590639,0.00048632825473337904,5.928809930050613,0.6497725742472749,1539.0168863088475,3,increasing,late,85-99-125,1-2-3,190974
0073,3,0.013774714394638574,0.0005974748960100972,4.3374757464492175,1.0285076200898688,972.2933268981526,4,increasing,early,33-68-77-96,2,135983
0074,3,0.01150870709840674,0.0010717306276586843,9.31234602197022,0.9876852331760795,1012.4779871972487,4,uniform,linear,44-44-44-44,,54086
0075,3,0.012147281671167126,0.00013098990299604423,1.078347457003181,0.9031373225092361,1107.255949307548,3,decreasing,early,130-111-56,1-2,190191
0076,3,0.003751560936991387,0.0001629328371804784,4.343067856739773,0.3462076203008091,2888.468985452975,2,uniform,linear,48-48,,22618
0077,3,0.011433127196751278,0.0006789960859780099,5.938848350877673,0.8794899097714182,1137.0262170964277,5,uniform,linear,83-83-83-83-83,1-3-4-5,251500
0078,3,0.03127343126590777,0.00042567373944684295,1.3611353862244222,2.5313722431402916,395.04774460672485,3,hourglass,linear,100-76-100,,140786
0079,3,0.0033568471379174267,6.001354114949888e-05,1.7877948766749925,0.2819523574651197,3546.720248337849,6,increasing,linear,16-36-59-74-94-110,1-3-4-5-6,221189
0080,3,0.010364755455893462,0.0002866044763584664,2.765183197790753,0.79016674649382,1265.570593708376,3,inverse_hourglass,linear,57-221-57,1-2-3,229200
0081,3,0.04342331417589671,0.0004256117636245692,0.9801457389929406,3.11610344878364,320.9138390183476,3,increasing,late,59-86-159,,172229
0082,3,0.011697565503140777,0.0006074331527932498,5.192816852619077,0.9076460566165936,1101.759376739399,4,increasing,late,39-56-102-160,2-3,220964
0083,3,0.0046857407077828305,0.0001863668770636818,3.977319461022113,0.3729535279123562,2681.3168697565766,5,inverse_hourglass,early,19-107-144-107-19,1-2-3-4-5,315047
0084,3,0.013997720317930182,0.00047378033801394315,3.384696416651938,1.0840680493973969,922.4590288151144,6,inverse_hourglass,linear,44-68-103-103-68-44,2-3-4-5-6,277477
0085,3,0.11408721051134196,0.00020360363720741957,0.17846315664557189,8.584752638972432,116.48632930248559,5,hourglass,linear,136-115-88-117-136,5,473346
0086,3,0.003055799223994635,7.511752309529963e-05,2.45819563358301,0.25254403083318216,3959.7225965355105,2,uniform,linear,57-57,1-2,31474
0087,3,0.004527598357203944,0.00020341068604971414,4.492683979489119,0.36991121164034313,2703.3734490458487,3,increasing,linear,49-79-107,1-2,113554
0088,3,0.24438055842962425,0.01938492047388125,7.932267852421511,15.127017704258003,66.12190128949254,6,decreasing,linear,248-214-154-119-81-33,3-5,1057879
0089,3,0.04081537203039627,0.005902109059136003,14.460505357492634,2.547534825416897,392.8067541752308,4,decreasing,late,203-139-101-88,1,467198
0090,3,0.06948791482503176,0.00091937209441039,1.3230676107138026,5.033952659518035,198.6534162168124,6,inverse_hourglass,linear,58-115-201-201-115-58,2,902643
0091,3,0.004011050442080426,6.063876717078066e-05,1.5117926848940084,0.3267393421114754,3060.5462871746718,6,uniform,early,29-29-29-29-29-29,1,39102
0092,3,0.003502803004408007,0.00010072339641721194,2.875508451102141,0.3013676199005795,3318.2408605280166,5,uniform,linear,52-52-52-52-52,1-2-4,99538
0093,3,0.001442241369117502,1.4370442663952136e-05,0.9963965097427011,0.12040407920710286,8305.45696808726,4,uniform,early,26-26-26-26,1-2-3-4,19328
0094,3,0.007124906755859811,0.0003801439669848196,5.335423746734283,0.5517475275429106,1812.44432220133,5,hourglass,linear,89-55-21-55-89,1-3-5,112512
0095,3,0.0045649151139467055,0.0001719326532434525,3.7663932176562214,0.35762462322693966,2796.255828386946,2,decreasing,late,75-68,1-2,48758
0096,3,0.0006569777613802812,2.4127434224609184e-06,0.3672488726851045,0.05526329476783891,18095.517712825902,5,uniform,late,13-13-13-13-13,1-2-3-5,6640
0097,3,0.006430607354401096,0.00039491544302829913,6.1411842033555315,0.5232536033945073,1911.153690861556,3,decreasing,late,100-70-60,1-2-3,104340
0098,3,0.006444977312467331,5.830054664990065e-05,0.9045888577004385,0.5173305912678147,1933.0093383841788,3,inverse_hourglass,late,38-47-38,2-3,33687
0099,3,0.027424904520611977,0.00030825228685793185,1.1239867275609143,2.037696289992089,490.75296003583446,4,inverse_hourglass,linear,53-136-136-53,2-3,298557
0100,3,0.0056052923144896145,0.00027131474594391074,4.840331792198692,0.480816759501964,2079.851449466245,6,uniform,late,36-36-36-36-36-36,2-3-4-5-6,59878
