Date,Time,"P-core 8 T0 Effective Clock [MHz]","P-core 8 T0 Usage [%]","Total CPU Usage [%]","CPU Package [¡ÆC]","CPU Package Power [W]",
25.8.2026,8:52:22.595,29.3,0.0,4.6,84,9.669,
25.8.2026,8:52:22.801,24.9,6.0,7.9,82,11.564,
25.8.2026,8:52:23.007,48.9,0.0,1.8,82,14.281,
25.8.2026,8:52:23.199,19.6,0.0,2.0,81,10.147,
25.8.2026,8:52:23.407,35.7,0.0,1.7,72,9.235,
25.8.2026,8:52:23.612,72.0,34.4,7.5,65,10.874,
25.8.2026,8:52:23.821,42.5,0.0,2.6,77,10.174,
25.8.2026,8:52:24.012,40.7,6.4,5.5,71,10.035,
25.8.2026,8:52:24.222,19.2,0.0,4.3,57,8.720,
25.8.2026,8:52:24.429,55.1,0.0,1.9,58,10.039,
25.8.2026,8:52:24.621,57.8,17.6,8.9,57,11.978,
25.8.2026,8:52:24.826,13.9,0.0,1.5,58,11.107,
25.8.2026,8:52:25.035,21.3,5.8,6.1,58,10.609,
25.8.2026,8:52:25.241,17.5,0.0,3.0,57,9.418,
25.8.2026,8:52:25.434,48.0,31.1,3.7,58,9.804,
25.8.2026,8:52:25.639,27.9,0.0,3.2,58,10.334,
25.8.2026,8:52:25.848,30.5,12.1,5.6,57,10.826,
25.8.2026,8:52:26.052,30.9,0.0,6.8,58,11.413,
25.8.2026,8:52:26.261,28.1,0.0,1.7,59,9.943,
25.8.2026,8:52:26.470,23.8,0.0,1.6,57,8.642,
25.8.2026,8:52:26.674,31.0,18.4,16.1,59,9.368,
25.8.2026,8:52:26.881,18.4,0.0,1.4,60,19.194,
25.8.2026,8:52:27.087,16.0,6.2,3.6,59,10.609,
25.8.2026,8:52:27.275,16.0,6.2,3.6,57,12.471,
25.8.2026,8:52:27.484,78.8,18.8,3.4,59,9.968,
25.8.2026,8:52:27.694,26.5,11.4,5.4,53,9.007,
25.8.2026,8:52:27.899,34.2,4.8,3.4,57,9.537,
25.8.2026,8:52:28.090,28.5,0.0,1.4,57,10.418,
25.8.2026,8:52:28.297,26.0,31.0,5.7,66,10.031,
25.8.2026,8:52:28.504,36.2,6.7,6.4,59,11.960,
25.8.2026,8:52:28.710,34.5,0.0,5.7,57,8.854,
25.8.2026,8:52:28.917,34.8,0.0,2.5,58,9.770,
25.8.2026,8:52:29.123,42.7,30.9,3.7,58,10.545,
25.8.2026,8:52:29.330,26.8,0.0,1.9,56,9.215,
25.8.2026,8:52:29.538,56.1,0.0,5.0,58,10.932,
25.8.2026,8:52:29.746,28.2,27.0,6.7,59,11.905,
25.8.2026,8:52:29.937,61.8,0.0,3.2,63,13.769,
25.8.2026,8:52:30.141,45.2,0.0,2.6,59,11.047,
25.8.2026,8:52:30.347,25.3,0.0,5.4,58,10.376,
25.8.2026,8:52:30.554,29.9,5.5,4.5,59,9.440,
25.8.2026,8:52:30.762,25.6,0.0,2.3,81,11.034,
25.8.2026,8:52:30.954,38.3,6.5,5.6,61,12.581,
25.8.2026,8:52:31.156,19.7,0.0,4.8,59,10.989,
25.8.2026,8:52:31.361,61.7,7.4,4.9,59,9.637,
25.8.2026,8:52:31.568,39.1,0.0,3.7,59,11.372,
25.8.2026,8:52:31.776,20.0,17.7,3.6,59,10.665,
25.8.2026,8:52:31.964,34.1,0.0,2.1,58,9.646,
25.8.2026,8:52:32.174,32.1,12.6,4.0,57,11.142,
25.8.2026,8:52:32.381,35.5,0.0,6.1,55,10.798,
25.8.2026,8:52:32.589,36.3,11.7,3.7,57,9.500,
25.8.2026,8:52:32.778,26.1,0.0,1.7,63,9.438,
25.8.2026,8:52:32.983,80.1,7.4,3.2,58,13.054,
25.8.2026,8:52:33.190,34.9,13.2,6.0,55,12.062,
25.8.2026,8:52:33.397,46.5,6.1,6.8,57,9.301,
25.8.2026,8:52:33.587,21.4,0.0,1.5,58,10.546,
25.8.2026,8:52:33.796,36.3,0.0,2.4,55,10.917,
25.8.2026,8:52:34.003,27.1,12.1,5.5,57,11.789,
25.8.2026,8:52:34.213,70.3,23.1,4.4,55,9.293,
25.8.2026,8:52:34.402,70.7,0.0,3.8,57,9.293,
25.8.2026,8:52:34.612,124.6,13.9,6.7,55,9.978,
25.8.2026,8:52:34.818,32.8,12.3,7.8,61,10.390,
25.8.2026,8:52:35.011,33.8,0.0,4.9,61,10.794,
25.8.2026,8:52:35.217,20.6,17.2,3.0,83,16.245,
25.8.2026,8:52:35.430,34.2,0.0,5.2,81,9.712,
25.8.2026,8:52:35.633,93.5,27.6,5.2,80,9.597,
25.8.2026,8:52:35.827,122.6,0.6,2.2,83,9.066,
25.8.2026,8:52:36.032,30.9,0.0,5.0,64,11.598,
25.8.2026,8:52:36.241,71.1,0.2,4.4,65,11.546,
25.8.2026,8:52:36.445,63.9,0.0,4.4,64,10.241,
25.8.2026,8:52:36.640,47.8,27.0,3.3,63,9.604,
25.8.2026,8:52:36.845,51.5,6.5,5.4,55,10.191,
25.8.2026,8:52:37.053,39.3,6.3,4.3,56,10.098,
25.8.2026,8:52:37.260,53.6,0.0,4.3,56,11.110,
25.8.2026,8:52:37.466,69.1,22.9,2.9,59,9.960,
25.8.2026,8:52:37.672,53.2,13.5,6.4,57,9.466,
25.8.2026,8:52:37.880,33.6,0.0,4.5,61,9.423,
25.8.2026,8:52:38.092,51.3,5.9,2.4,59,11.472,
25.8.2026,8:52:38.297,30.4,0.0,2.5,60,9.690,
25.8.2026,8:52:38.504,50.0,13.0,8.6,57,9.388,
25.8.2026,8:52:38.711,52.3,12.7,4.3,58,11.907,
25.8.2026,8:52:38.902,247.5,3.8,5.3,60,11.471,
25.8.2026,8:52:39.112,67.1,6.3,9.6,58,14.823,
25.8.2026,8:52:39.318,57.7,0.0,4.1,57,13.770,
25.8.2026,8:52:39.511,38.6,5.6,4.9,57,9.560,
25.8.2026,8:52:39.719,35.2,0.0,5.4,58,10.466,
25.8.2026,8:52:39.927,34.0,11.6,4.6,56,9.269,
25.8.2026,8:52:40.135,24.6,0.0,1.8,57,7.978,
25.8.2026,8:52:40.327,142.9,14.4,4.5,57,11.559,
25.8.2026,8:52:40.536,37.0,11.5,5.1,55,8.887,
25.8.2026,8:52:40.744,106.1,0.0,1.8,55,10.603,
25.8.2026,8:52:40.955,60.1,18.6,7.6,81,10.203,
25.8.2026,8:52:41.156,87.5,0.0,10.8,92,15.211,
25.8.2026,8:52:41.362,42.8,13.3,12.2,88,22.127,
25.8.2026,8:52:41.569,130.9,8.2,9.5,86,20.528,
25.8.2026,8:52:41.774,35.3,0.0,7.8,85,24.278,
25.8.2026,8:52:41.980,43.5,13.3,10.6,86,22.136,
25.8.2026,8:52:42.171,57.4,7.1,12.9,94,19.716,
25.8.2026,8:52:42.379,97.9,0.0,9.1,84,19.242,
25.8.2026,8:52:42.582,25.2,11.7,6.6,57,17.154,
25.8.2026,8:52:42.787,283.2,0.0,7.4,81,9.589,
25.8.2026,8:52:42.978,283.2,0.0,7.4,78,17.336,
25.8.2026,8:52:43.187,43.0,14.1,7.8,65,15.323,
25.8.2026,8:52:43.392,24.6,0.0,2.2,59,11.182,
25.8.2026,8:52:43.604,37.5,26.8,6.9,57,10.880,
25.8.2026,8:52:43.810,56.4,0.0,3.0,58,9.874,
25.8.2026,8:52:44.017,69.4,0.0,4.4,57,13.434,
25.8.2026,8:52:44.224,33.7,0.0,6.8,58,10.279,
25.8.2026,8:52:44.430,36.9,0.0,5.9,83,9.235,
25.8.2026,8:52:44.620,66.0,7.5,6.1,60,13.342,
25.8.2026,8:52:44.829,24.9,11.6,5.7,56,8.913,
25.8.2026,8:52:45.036,75.5,12.6,4.7,60,7.837,
25.8.2026,8:52:45.245,35.4,0.0,6.1,55,10.197,
25.8.2026,8:52:45.456,32.9,0.0,2.1,58,9.264,
25.8.2026,8:52:45.662,72.1,6.4,9.7,54,8.890,
25.8.2026,8:52:45.854,67.9,0.0,3.2,55,8.113,
25.8.2026,8:52:46.066,79.1,18.5,6.3,54,8.877,
25.8.2026,8:52:46.275,44.0,5.9,5.2,54,7.279,
25.8.2026,8:52:46.464,59.7,0.0,8.5,53,8.027,
25.8.2026,8:52:46.674,132.1,13.3,3.6,53,10.938,
25.8.2026,8:52:46.880,30.8,0.0,8.3,54,9.098,
25.8.2026,8:52:47.088,49.2,18.0,4.3,62,8.218,
25.8.2026,8:52:47.276,92.8,0.0,2.5,58,10.819,
25.8.2026,8:52:47.482,25.5,13.2,4.1,56,8.959,
25.8.2026,8:52:47.694,26.4,5.5,4.7,57,9.138,
25.8.2026,8:52:47.898,78.9,6.7,8.9,57,10.473,
25.8.2026,8:52:48.089,33.3,0.0,2.0,56,10.473,
25.8.2026,8:52:48.298,24.6,0.0,2.8,70,10.602,
25.8.2026,8:52:48.509,54.0,22.8,8.4,57,10.935,
25.8.2026,8:52:48.711,69.9,0.0,5.2,57,10.730,
25.8.2026,8:52:48.906,46.2,18.4,3.4,57,14.735,
25.8.2026,8:52:49.111,26.2,6.0,3.8,84,10.811,
25.8.2026,8:52:49.316,38.2,0.0,5.0,83,9.752,
25.8.2026,8:52:49.527,39.7,0.0,3.0,82,9.839,
25.8.2026,8:52:49.734,25.3,11.2,4.8,82,11.662,
25.8.2026,8:52:49.945,26.4,4.8,4.7,81,10.157,
25.8.2026,8:52:50.148,25.0,5.6,6.3,76,8.467,
25.8.2026,8:52:50.344,94.5,0.0,3.5,83,12.570,
25.8.2026,8:52:50.547,52.5,0.0,1.6,66,12.094,
25.8.2026,8:52:50.756,25.6,17.5,8.0,78,9.198,
25.8.2026,8:52:50.963,30.7,0.0,3.4,60,9.570,
25.8.2026,8:52:51.152,68.1,0.0,6.3,62,11.496,
25.8.2026,8:52:51.362,41.4,5.9,8.1,61,10.358,
25.8.2026,8:52:51.569,39.3,7.2,4.0,59,9.961,
25.8.2026,8:52:51.776,19.4,0.0,4.7,57,10.318,
25.8.2026,8:52:51.966,17.8,0.0,2.8,57,8.386,
25.8.2026,8:52:52.176,43.5,11.9,5.4,57,10.033,
25.8.2026,8:52:52.380,63.5,0.0,6.8,57,10.105,
25.8.2026,8:52:52.590,41.6,2.4,4.1,58,12.341,
25.8.2026,8:52:52.798,76.2,0.7,8.2,58,13.914,
25.8.2026,8:52:53.003,18.0,14.2,3.2,56,14.983,
25.8.2026,8:52:53.212,38.8,0.0,6.3,55,9.383,
25.8.2026,8:52:53.400,68.8,0.0,2.8,57,14.779,
25.8.2026,8:52:53.609,30.2,12.3,4.0,58,10.343,
25.8.2026,8:52:53.816,44.9,6.1,6.7,58,12.424,
25.8.2026,8:52:54.024,65.6,0.0,3.4,57,11.277,
25.8.2026,8:52:54.212,41.3,1.7,3.9,59,13.471,
25.8.2026,8:52:54.418,50.0,0.0,2.9,58,11.959,
25.8.2026,8:52:54.628,39.9,0.0,7.4,57,11.492,
25.8.2026,8:52:54.833,43.6,6.2,6.3,58,10.111,
25.8.2026,8:52:55.026,69.9,0.0,2.1,58,12.599,
25.8.2026,8:52:55.234,28.8,0.0,3.0,59,10.876,
25.8.2026,8:52:55.440,52.9,2.5,5.0,59,13.031,
25.8.2026,8:52:55.646,18.6,0.0,5.4,59,11.651,
25.8.2026,8:52:55.855,83.2,13.7,5.1,59,12.091,
25.8.2026,8:52:56.043,43.5,0.0,2.4,57,11.302,
25.8.2026,8:52:56.254,42.0,5.5,5.8,59,10.493,
25.8.2026,8:52:56.457,49.4,0.0,6.5,59,10.943,
25.8.2026,8:52:56.662,83.9,14.2,7.2,82,8.889,
25.8.2026,8:52:56.855,28.9,0.0,5.5,60,16.618,
25.8.2026,8:52:57.061,49.4,0.0,4.2,59,11.923,
25.8.2026,8:52:57.269,30.5,0.0,4.6,59,10.807,
25.8.2026,8:52:57.475,33.6,0.0,6.2,58,10.391,
25.8.2026,8:52:57.666,33.6,0.0,6.2,59,9.505,
25.8.2026,8:52:57.875,152.5,0.0,6.3,57,12.489,
25.8.2026,8:52:58.079,32.0,6.7,5.9,58,9.653,
25.8.2026,8:52:58.289,23.9,14.6,3.8,58,10.365,
25.8.2026,8:52:58.490,77.9,0.0,8.0,58,8.715,
25.8.2026,8:52:58.683,23.4,0.0,2.3,59,9.498,
25.8.2026,8:52:58.890,16.8,12.2,5.9,59,9.423,
25.8.2026,8:52:59.096,15.8,0.0,3.5,58,12.140,
25.8.2026,8:52:59.302,17.0,9.3,5.2,58,8.802,
25.8.2026,8:52:59.506,28.7,0.0,7.4,58,10.085,
25.8.2026,8:52:59.713,18.2,2.5,2.7,60,10.131,
25.8.2026,8:52:59.902,23.9,0.0,2.1,59,9.917,
25.8.2026,8:53:0.109,35.9,0.0,5.4,58,12.065,
25.8.2026,8:53:0.317,58.4,13.3,11.4,59,13.607,
25.8.2026,8:53:0.526,45.2,0.0,2.8,57,10.018,
25.8.2026,8:53:0.732,35.6,0.0,3.7,73,10.622,
25.8.2026,8:53:0.941,36.5,8.9,6.7,59,10.871,
25.8.2026,8:53:1.148,71.4,10.2,4.4,58,9.950,
25.8.2026,8:53:1.354,24.3,0.0,2.1,58,10.119,
25.8.2026,8:53:1.544,17.6,12.4,6.6,57,10.119,
25.8.2026,8:53:1.750,94.5,0.0,3.4,55,9.870,
25.8.2026,8:53:1.962,28.3,0.0,6.2,56,10.455,
25.8.2026,8:53:2.165,41.0,2.3,2.7,57,10.479,
25.8.2026,8:53:2.357,53.8,10.1,6.0,57,10.652,
25.8.2026,8:53:2.564,39.7,0.0,1.8,82,10.666,
25.8.2026,8:53:2.770,26.5,9.0,5.1,83,10.372,
25.8.2026,8:53:2.981,17.9,0.0,2.9,84,9.594,
25.8.2026,8:53:3.187,21.2,11.5,7.1,82,11.459,
25.8.2026,8:53:3.394,43.6,0.0,5.2,84,9.461,
25.8.2026,8:53:3.602,31.4,11.9,6.2,82,13.087,
25.8.2026,8:53:3.797,38.7,0.0,2.2,80,11.319,
25.8.2026,8:53:4.004,37.7,6.1,6.1,70,9.241,
25.8.2026,8:53:4.209,44.2,0.0,3.0,60,9.615,
25.8.2026,8:53:4.400,39.0,8.7,3.7,61,12.190,
25.8.2026,8:53:4.608,34.1,0.0,3.6,58,10.725,
25.8.2026,8:53:4.811,67.1,13.5,6.7,59,11.405,
25.8.2026,8:53:5.017,32.8,7.0,12.1,61,13.234,
25.8.2026,8:53:5.230,21.2,0.0,2.8,60,14.884,
25.8.2026,8:53:5.422,26.7,0.0,2.0,57,11.419,
25.8.2026,8:53:5.629,29.5,11.7,5.9,59,10.082,
25.8.2026,8:53:5.839,66.4,0.0,4.0,55,10.279,
25.8.2026,8:53:6.045,35.5,0.0,1.5,57,9.886,
25.8.2026,8:53:6.259,53.2,0.0,7.0,63,9.151,
25.8.2026,8:53:6.461,88.8,0.0,4.3,54,8.135,
25.8.2026,8:53:6.655,67.2,13.0,3.7,55,9.745,
25.8.2026,8:53:6.861,14.5,0.0,3.4,59,9.410,
25.8.2026,8:53:7.070,44.0,11.9,5.1,55,11.183,
25.8.2026,8:53:7.262,36.8,0.0,1.6,57,9.550,
25.8.2026,8:53:7.471,29.8,5.7,3.5,57,10.337,
25.8.2026,8:53:7.675,49.8,0.0,5.4,57,10.041,
25.8.2026,8:53:7.883,37.3,6.4,2.8,58,8.847,
25.8.2026,8:53:8.076,52.6,0.0,1.9,60,12.686,
25.8.2026,8:53:8.282,37.2,6.5,4.6,58,11.092,
25.8.2026,8:53:8.488,76.4,0.0,3.3,57,11.136,
25.8.2026,8:53:8.695,111.3,14.7,6.2,57,10.078,
25.8.2026,8:53:8.901,38.9,0.1,5.2,81,10.865,
25.8.2026,8:53:9.091,17.8,0.0,2.5,55,11.702,
25.8.2026,8:53:9.296,50.4,0.0,4.8,59,11.373,
25.8.2026,8:53:9.506,30.0,0.0,6.3,60,11.397,
25.8.2026,8:53:9.714,7.9,5.1,2.1,56,10.033,
25.8.2026,8:53:9.905,14.8,0.0,1.9,58,10.538,
25.8.2026,8:53:10.110,12.2,0.0,5.4,57,10.147,
25.8.2026,8:53:10.319,41.7,18.1,5.0,58,10.221,
25.8.2026,8:53:10.525,30.5,0.0,1.6,57,10.183,
25.8.2026,8:53:10.719,30.5,0.0,1.6,55,9.171,
25.8.2026,8:53:10.925,21.7,0.0,2.3,55,9.290,
25.8.2026,8:53:11.120,62.0,12.1,5.4,55,9.478,
25.8.2026,8:53:11.328,23.7,0.0,5.3,56,9.976,
25.8.2026,8:53:11.535,44.9,5.9,9.0,53,8.788,
25.8.2026,8:53:11.744,41.3,6.8,4.3,55,8.773,
25.8.2026,8:53:11.937,41.0,0.0,2.1,53,7.295,
25.8.2026,8:53:12.148,68.1,5.9,5.7,53,8.098,
25.8.2026,8:53:12.354,66.1,6.1,6.9,52,7.241,
25.8.2026,8:53:12.545,41.1,6.7,6.6,52,7.241,
25.8.2026,8:53:12.752,55.7,0.0,2.4,52,8.699,
25.8.2026,8:53:12.961,25.6,5.6,7.8,64,7.542,
25.8.2026,8:53:13.164,130.6,1.2,6.7,55,7.145,
25.8.2026,8:53:13.355,52.0,0.0,2.5,55,10.083,
25.8.2026,8:53:13.563,32.1,6.5,2.0,84,10.330,
25.8.2026,8:53:13.772,28.2,5.2,4.7,81,11.577,
25.8.2026,8:53:13.979,44.8,5.8,5.0,80,9.837,
25.8.2026,8:53:14.171,18.3,0.0,1.9,82,9.010,
25.8.2026,8:53:14.376,91.0,1.0,3.2,62,11.581,
25.8.2026,8:53:14.580,45.4,7.0,8.8,72,11.201,
25.8.2026,8:53:14.787,18.2,12.4,5.4,73,15.316,
25.8.2026,8:53:14.991,68.7,0.0,2.0,66,10.147,
25.8.2026,8:53:15.199,30.2,0.0,1.9,62,10.723,
25.8.2026,8:53:15.407,84.9,6.7,3.0,62,9.998,
25.8.2026,8:53:15.612,45.3,0.0,4.7,75,9.623,
25.8.2026,8:53:15.820,87.3,0.0,5.7,80,11.365,
25.8.2026,8:53:16.024,61.4,0.1,3.0,60,9.139,
25.8.2026,8:53:16.234,35.1,12.6,3.0,62,11.550,
25.8.2026,8:53:16.436,62.9,0.0,2.6,63,10.639,
25.8.2026,8:53:16.645,42.7,0.2,8.6,78,11.926,
25.8.2026,8:53:16.853,21.5,5.4,2.6,73,12.048,
25.8.2026,8:53:17.044,36.0,6.5,2.7,67,10.817,
25.8.2026,8:53:17.248,84.0,0.0,1.7,61,10.184,
25.8.2026,8:53:17.457,40.8,6.7,5.0,58,10.157,
25.8.2026,8:53:17.659,30.4,13.0,6.1,59,11.084,
25.8.2026,8:53:17.870,55.3,0.0,2.7,61,11.118,
25.8.2026,8:53:18.060,31.2,0.0,1.8,58,9.821,
25.8.2026,8:53:18.269,39.3,17.8,6.6,59,9.980,
25.8.2026,8:53:18.474,43.3,0.0,6.4,72,9.896,
25.8.2026,8:53:18.678,40.0,0.0,6.7,60,10.612,
25.8.2026,8:53:18.870,12.5,5.8,3.0,59,15.759,
25.8.2026,8:53:19.079,26.1,11.9,4.4,58,9.845,
25.8.2026,8:53:19.288,20.3,0.0,4.3,59,10.795,
25.8.2026,8:53:19.480,44.6,0.0,4.8,75,8.842,
25.8.2026,8:53:19.684,95.2,8.0,8.4,59,14.348,
25.8.2026,8:53:19.894,203.4,2.7,3.5,58,13.955,
25.8.2026,8:53:20.099,28.2,0.0,5.9,59,11.091,
25.8.2026,8:53:20.308,85.1,6.7,2.3,55,12.440,
25.8.2026,8:53:20.515,34.1,0.0,2.2,56,8.641,
25.8.2026,8:53:20.721,30.4,5.8,4.7,53,9.882,
25.8.2026,8:53:20.928,31.6,12.5,3.9,58,9.537,
25.8.2026,8:53:21.121,18.2,0.0,4.4,57,11.540,
25.8.2026,8:53:21.328,29.7,0.0,5.2,56,10.030,
25.8.2026,8:53:21.536,25.8,0.0,3.4,54,9.276,
25.8.2026,8:53:21.742,27.8,5.7,6.2,56,9.773,
25.8.2026,8:53:21.937,55.4,0.0,1.7,57,9.444,
25.8.2026,8:53:22.143,54.9,6.4,6.0,59,9.125,
25.8.2026,8:53:22.350,51.6,7.3,6.1,55,9.453,
25.8.2026,8:53:22.552,30.5,0.0,5.9,79,10.921,
25.8.2026,8:53:22.746,28.1,0.0,1.8,58,13.445,
25.8.2026,8:53:22.953,13.1,0.0,3.4,59,10.469,
25.8.2026,8:53:23.156,35.1,6.8,5.5,58,10.249,
25.8.2026,8:53:23.368,18.9,10.9,3.7,55,10.081,
25.8.2026,8:53:23.560,18.9,10.9,3.7,58,9.140,
25.8.2026,8:53:23.769,18.1,0.0,2.6,58,9.393,
25.8.2026,8:53:23.972,56.6,6.6,5.0,57,11.519,
25.8.2026,8:53:24.179,57.3,0.0,4.2,57,9.532,
25.8.2026,8:53:24.375,22.6,0.0,2.5,55,10.512,
25.8.2026,8:53:24.580,52.6,13.7,6.0,79,10.562,
25.8.2026,8:53:24.788,30.6,5.1,5.7,57,10.229,
25.8.2026,8:53:24.979,46.7,0.0,5.5,56,8.685,
25.8.2026,8:53:25.188,55.9,12.0,3.0,56,8.792,
25.8.2026,8:53:25.395,70.0,0.1,4.2,61,8.368,
25.8.2026,8:53:25.599,47.0,0.0,3.8,58,13.095,
25.8.2026,8:53:25.809,21.4,0.0,3.3,58,12.230,
25.8.2026,8:53:26.014,37.2,12.7,3.6,56,9.953,
25.8.2026,8:53:26.222,36.4,0.0,3.9,59,9.907,
25.8.2026,8:53:26.430,44.8,12.8,5.4,57,9.557,
25.8.2026,8:53:26.634,53.6,0.0,2.5,88,11.836,
25.8.2026,8:53:26.840,65.6,0.0,4.5,58,16.328,
25.8.2026,8:53:27.047,18.3,12.4,3.5,58,11.382,
25.8.2026,8:53:27.253,23.6,0.0,6.5,55,10.795,
25.8.2026,8:53:27.463,26.5,5.9,3.3,57,10.103,
25.8.2026,8:53:27.652,15.8,0.0,2.1,54,10.103,
25.8.2026,8:53:27.860,22.5,5.6,3.7,58,11.452,
25.8.2026,8:53:28.068,23.4,0.0,6.1,58,12.403,
25.8.2026,8:53:28.274,18.5,0.0,3.3,57,9.595,
25.8.2026,8:53:28.463,54.6,0.0,1.5,57,10.168,
25.8.2026,8:53:28.670,32.7,0.0,1.9,82,9.825,
25.8.2026,8:53:28.879,15.2,0.0,3.6,84,9.633,
25.8.2026,8:53:29.083,41.6,6.3,5.5,77,10.451,
25.8.2026,8:53:29.294,57.0,12.5,3.2,80,9.079,
25.8.2026,8:53:29.497,23.3,0.0,2.4,77,9.630,
25.8.2026,8:53:29.706,32.5,6.2,4.3,83,9.800,
25.8.2026,8:53:29.909,27.6,0.0,8.2,83,12.442,
25.8.2026,8:53:30.118,43.8,0.0,1.9,82,8.110,
25.8.2026,8:53:30.308,7.8,0.0,2.5,82,11.659,
25.8.2026,8:53:30.516,48.3,6.3,2.6,64,8.826,
25.8.2026,8:53:30.720,37.6,7.5,3.2,64,8.868,
25.8.2026,8:53:30.929,42.4,6.3,9.3,76,10.754,
25.8.2026,8:53:31.132,50.9,0.0,2.1,62,18.198,
25.8.2026,8:53:31.323,34.4,6.3,6.3,64,10.829,
25.8.2026,8:53:31.530,25.1,0.0,1.9,58,9.334,
25.8.2026,8:53:31.741,58.6,6.4,5.3,59,9.273,
25.8.2026,8:53:31.947,36.8,0.0,3.7,58,10.071,
25.8.2026,8:53:32.137,62.8,6.9,3.2,58,9.425,
25.8.2026,8:53:32.346,34.9,0.0,2.5,59,12.552,
25.8.2026,8:53:32.552,64.5,0.0,5.0,59,9.336,
25.8.2026,8:53:32.760,25.2,5.6,4.2,54,10.076,
25.8.2026,8:53:32.952,26.1,0.0,2.2,57,9.004,
25.8.2026,8:53:33.159,52.1,12.1,4.7,55,8.473,
25.8.2026,8:53:33.365,41.0,0.0,4.9,58,10.918,
25.8.2026,8:53:33.572,29.2,5.4,2.3,58,9.457,
25.8.2026,8:53:33.778,41.9,0.0,6.1,58,8.900,
25.8.2026,8:53:33.985,27.9,6.0,4.7,55,11.791,
25.8.2026,8:53:34.193,71.7,0.0,4.2,60,9.294,
25.8.2026,8:53:34.387,42.3,5.7,2.5,57,10.901,
25.8.2026,8:53:34.594,39.7,0.0,2.0,56,10.044,
25.8.2026,8:53:34.800,58.0,12.2,7.2,61,11.009,
25.8.2026,8:53:35.008,65.3,7.1,4.3,57,11.119,
25.8.2026,8:53:35.199,43.5,0.0,4.0,55,12.634,
25.8.2026,8:53:35.406,56.0,0.0,3.8,55,8.972,
25.8.2026,8:53:35.613,33.0,0.0,4.5,57,10.978,
25.8.2026,8:53:35.817,48.6,6.4,3.7,54,10.104,
25.8.2026,8:53:36.011,33.4,0.0,1.6,58,8.147,
25.8.2026,8:53:36.218,53.7,6.0,4.8,57,11.795,
25.8.2026,8:53:36.425,33.5,0.0,4.7,58,10.650,
25.8.2026,8:53:36.631,31.5,0.0,3.7,56,10.693,
25.8.2026,8:53:36.836,94.5,0.3,2.8,59,10.562,
25.8.2026,8:53:37.027,82.2,7.7,3.1,58,10.169,
25.8.2026,8:53:37.235,33.0,5.3,4.9,58,9.465,
25.8.2026,8:53:37.442,39.9,0.0,4.7,59,9.918,
25.8.2026,8:53:37.651,67.7,0.0,1.6,57,10.687,
25.8.2026,8:53:37.841,67.7,0.0,1.6,57,9.785,
25.8.2026,8:53:38.049,40.0,11.9,4.0,63,8.931,
25.8.2026,8:53:38.257,29.8,0.0,5.0,64,10.765,
25.8.2026,8:53:38.461,68.4,0.0,4.3,57,11.175,
25.8.2026,8:53:38.668,112.4,14.0,2.8,58,10.089,
25.8.2026,8:53:38.874,44.3,0.0,1.7,83,8.949,
25.8.2026,8:53:39.082,36.1,12.8,13.4,59,16.076,
25.8.2026,8:53:39.287,20.8,0.0,3.7,58,12.199,
25.8.2026,8:53:39.494,27.7,12.3,4.0,62,10.943,
25.8.2026,8:53:39.702,42.5,0.0,2.2,59,8.993,
25.8.2026,8:53:39.907,27.9,0.0,1.8,58,10.207,
25.8.2026,8:53:40.113,31.0,0.0,5.7,58,11.947,
25.8.2026,8:53:40.322,72.1,0.1,4.4,57,10.867,
25.8.2026,8:53:40.512,45.6,0.0,2.8,57,10.346,
25.8.2026,8:53:40.720,46.4,12.6,3.4,58,12.345,
25.8.2026,8:53:40.924,57.7,0.0,2.1,57,10.848,
25.8.2026,8:53:41.133,47.0,7.1,12.4,57,11.718,
25.8.2026,8:53:41.339,52.2,0.0,1.7,57,9.478,
25.8.2026,8:53:41.531,78.7,13.2,3.1,54,11.139,
25.8.2026,8:53:41.734,34.0,0.0,2.0,54,7.701,
25.8.2026,8:53:41.942,27.8,12.5,7.4,56,10.567,
25.8.2026,8:53:42.153,44.9,6.2,3.1,55,10.377,
25.8.2026,8:53:42.359,39.0,0.0,1.9,56,10.770,
25.8.2026,8:53:42.565,83.6,0.0,4.6,90,10.260,
25.8.2026,8:53:42.769,47.9,13.4,10.7,91,16.885,
25.8.2026,8:53:42.979,48.3,0.0,10.0,92,18.962,
25.8.2026,8:53:43.184,154.1,1.3,11.6,84,28.055,
25.8.2026,8:53:43.374,130.1,9.3,8.5,92,28.055,
25.8.2026,8:53:43.575,25.3,0.0,8.8,91,21.837,
25.8.2026,8:53:43.783,179.1,3.0,9.3,68,20.053,
25.8.2026,8:53:43.991,62.5,6.5,12.5,91,20.526,
25.8.2026,8:53:44.195,108.2,0.9,7.3,63,12.094,
25.8.2026,8:53:44.386,1051.7,23.7,4.6,63,15.971,
25.8.2026,8:53:44.592,22.0,0.0,9.2,91,20.424,
25.8.2026,8:53:44.802,18.0,0.0,3.2,86,13.938,
25.8.2026,8:53:45.010,19.7,4.8,4.6,82,10.326,
25.8.2026,8:53:45.201,22.2,0.0,2.3,81,9.885,
25.8.2026,8:53:45.406,65.1,6.7,2.8,64,11.546,
25.8.2026,8:53:45.613,39.7,0.0,7.2,63,10.174,
25.8.2026,8:53:45.822,61.1,5.6,2.2,80,10.436,
